t_s,sinal_filtrado,janela,classificacao,class_bin
0.282,3.538419020461736e-06,1,0,0
0.284,3.522514868163775e-06,1,0,0
0.286,3.498135023910367e-06,1,0,0
0.288,3.4633180727273373e-06,1,0,0
0.29,3.4162766321484486e-06,1,0,0
0.292,3.3554333343661453e-06,1,0,0
0.294,3.279477047042019e-06,1,0,0
0.296,3.1874307577798936e-06,1,0,0
0.298,3.078719065448212e-06,1,0,0
0.3,2.9532262702730662e-06,1,0,0
0.302,2.8113431011075457e-06,1,0,0
0.304,2.654005855120933e-06,1,0,0
0.306,2.4827323403226314e-06,1,0,0
0.308,2.299654885946036e-06,1,0,0
0.31,2.1075451242798774e-06,1,0,0
0.312,1.909821486174415e-06,1,0,0
0.314,1.7105300935184572e-06,1,0,0
0.316,1.514293164359306e-06,1,0,0
0.318,1.326224622335296e-06,1,0,0
0.32,1.1518171290866287e-06,1,0,0
0.322,9.968054355756432e-07,1,0,0
0.324,8.670081177297415e-07,1,0,0
0.326,7.681471479759742e-07,1,0,0
0.328,7.056462557886125e-07,1,0,0
0.33,6.844149652277352e-07,1,0,0
0.332,7.086318714415922e-07,1,0,0
0.334,7.815437181668746e-07,1,0,0
0.336,9.052944085123994e-07,1,0,0
0.338,1.080791541221473e-06,1,0,0
0.34,1.3076102546513187e-06,1,0,0
0.342,1.5839283854058691e-06,1,0,0
0.344,1.9064862769691504e-06,1,0,0
0.346,2.2705700676764315e-06,1,0,0
0.348,2.670026421183603e-06,1,0,0
0.35,3.097324353483844e-06,1,0,0
0.352,3.54368150839632e-06,1,0,0
0.354,3.9992663832209575e-06,1,0,0
0.356,4.453476319595486e-06,1,0,0
0.358,4.895277252054242e-06,1,0,0
0.36,5.313579662827067e-06,1,0,0
0.362,5.6976199419751404e-06,1,0,0
0.364,6.037319188183568e-06,1,0,0
0.366,6.323600310218649e-06,1,0,0
0.368,6.54865386154428e-06,1,0,0
0.37,6.706148469894377e-06,1,0,0
0.372,6.79138205238502e-06,1,0,0
0.374,6.8013685400852924e-06,1,0,0
0.376,6.73485587269506e-06,1,0,0
0.378,6.592276405189706e-06,1,0,0
0.38,6.375639278719026e-06,1,0,0
0.382,6.088382682514072e-06,1,0,0
0.384,5.735208998381794e-06,1,0,0
0.386,5.321925198361877e-06,1,0,0
0.388,4.8553040395066695e-06,1,0,0
0.39,4.3429704479871295e-06,1,0,0
0.392,3.7933058263785855e-06,1,0,0
0.394,3.2153552026844743e-06,1,0,0
0.396,2.6187211787449028e-06,1,0,0
0.398,2.013434378619217e-06,1,0,0
0.4,1.4097987544153451e-06,1,0,0
0.402,8.182164813152954e-07,1,0,0
0.404,2.4899828320239004e-07,1,0,0
0.406,-2.878382971519866e-07,1,0,0
0.408,-7.8278467122921e-07,1,0,0
0.41,-1.227074948730454e-06,1,0,0
0.412,-1.6129380413436123e-06,1,0,0
0.414,-1.933859153337597e-06,1,0,0
0.416,-2.184830286450863e-06,1,0,0
0.418,-2.3625622782028887e-06,1,0,0
0.42,-2.4656324112219808e-06,1,0,0
0.422,-2.4945512217151323e-06,1,0,0
0.424,-2.451745599284227e-06,1,0,0
0.426,-2.341467567567757e-06,1,0,0
0.428,-2.1696451373544694e-06,1,0,0
0.43,-1.9436913568142584e-06,1,0,0
0.432,-1.6722815291435809e-06,1,0,0
0.434,-1.3651008835771896e-06,1,0,0
0.436,-1.032560492351446e-06,1,0,0
0.438,-6.854803107312155e-07,1,0,0
0.44,-3.3474427280446814e-07,1,0,0
0.442,9.059327224938576e-09,1,0,0
0.444,3.359921741685601e-07,1,0,0
0.446,6.370932265015795e-07,1,0,0
0.448,9.046615917727662e-07,1,0,0
0.45,1.1324855912331544e-06,1,0,0
0.452,1.316015016662776e-06,1,0,0
0.454,1.4524744159415346e-06,1,0,0
0.456,1.540911116716388e-06,1,0,0
0.458,1.5821673370358817e-06,1,0,0
0.46,1.578766206391121e-06,1,0,0
0.462,1.5347086254220049e-06,1,0,0
0.464,1.4551894203600303e-06,1,0,0
0.466,1.34625293775198e-06,1,0,0
0.468,1.2144162151011643e-06,1,0,0
0.47,1.0662899773449644e-06,1,0,0
0.472,9.082237147640244e-07,1,0,0
0.474,7.459927940503961e-07,1,0,0
0.476,5.845365567907321e-07,1,0,0
0.478,4.277507350842149e-07,1,0,0
0.48,2.783373330467512e-07,1,0,0
0.482,1.3771864317349222e-07,1,0,0
0.484,6.024680989953779e-09,1,0,0
0.486,-1.1783893426589385e-07,1,0,0
0.488,-2.360432945262465e-07,1,0,0
0.49,-3.5161993955865085e-07,1,0,0
0.492,-4.681972169158525e-07,1,0,0
0.494,-5.897164236544627e-07,1,0,0
0.496,-7.201541724977581e-07,1,0,0
0.498,-8.632697731024125e-07,1,0,0
0.5,-1.0223853641000691e-06,1,0,0
0.502,-1.2001979818926312e-06,1,0,0
0.504,-1.3986210810395568e-06,1,0,0
0.506,-1.6186578429346268e-06,1,0,0
0.508,-1.860314903203928e-06,1,0,0
0.51,-2.1225668752647736e-06,1,0,0
0.512,-2.403376745313193e-06,1,0,0
0.514,-2.699767680768923e-06,1,0,0
0.516,-3.007933873836616e-06,1,0,0
0.518,-3.323376053221611e-06,1,0,0
0.52,-3.641051032584537e-06,1,0,0
0.522,-3.955530530073171e-06,1,0,0
0.524,-4.261168951525577e-06,1,0,0
0.526,-4.552281147807063e-06,1,0,0
0.528,-4.823328837484466e-06,1,0,0
0.53,-5.069108924416993e-06,1,0,0
0.532,-5.284930705755455e-06,1,0,0
0.534,-5.466765756605207e-06,1,0,0
0.536,-5.611356514472889e-06,1,0,0
0.538,-5.716276317434646e-06,1,0,0
0.54,-5.779941762839189e-06,1,0,0
0.542,-5.801584721093535e-06,1,0,0
0.544,-5.781194126968158e-06,1,0,0
0.546,-5.7194361783692255e-06,1,0,0
0.548,-5.6175574205584805e-06,1,0,0
0.55,-5.477271915437968e-06,1,0,0
0.552,-5.300634433285539e-06,1,0,0
0.554,-5.089906698170264e-06,1,0,0
0.556,-4.8474304558628085e-06,1,0,0
0.558,-4.575525324057697e-06,1,0,0
0.56,-4.276427512472622e-06,1,0,0
0.562,-3.9522771440863765e-06,1,0,0
0.564,-3.6051507679363535e-06,1,0,0
0.566,-3.237127064084033e-06,1,0,0
0.568,-2.8503707114132094e-06,1,0,0
0.57,-2.4472213021448782e-06,1,0,0
0.572,-2.030278528848709e-06,1,0,0
0.574,-1.6024790874301968e-06,1,0,0
0.576,-1.1671626879780388e-06,1,0,0
0.578,-7.281228042289068e-07,1,0,0
0.58,-2.896330179637897e-07,1,0,0
0.582,1.4356437067541358e-07,1,0,0
0.584,5.66320241766576e-07,1,0,0
0.586,9.73197301176074e-07,1,0,0
0.588,1.3586413481370464e-06,1,0,0
0.59,1.7171903711895056e-06,1,0,0
0.592,2.043699117043693e-06,1,0,0
0.594,2.3335549439565434e-06,1,0,0
0.596,2.582865288972457e-06,1,0,0
0.598,2.7886054875093785e-06,1,0,0
0.6,2.948723335481489e-06,1,0,0
0.602,3.062200003485884e-06,1,0,0
0.604,3.1290658416948414e-06,1,0,0
0.606,3.1503676336839128e-06,1,0,0
0.608,3.128084421476007e-06,1,0,0
0.61,3.0649935811133984e-06,1,0,0
0.612,2.9644967435230046e-06,1,0,0
0.614,2.8304238871270464e-06,1,0,0
0.616,2.666839478219648e-06,1,0,0
0.618,2.477873491262888e-06,1,0,0
0.62,2.267592308864112e-06,1,0,0
0.622,2.0399133939314177e-06,1,0,0
0.624,1.7985581083757988e-06,1,0,0
0.626,1.547032369088962e-06,1,0,0
0.628,1.2886254467058025e-06,1,0,0
0.63,1.0264214279629944e-06,1,0,0
0.632,7.633227297506886e-07,1,0,0
0.634,5.020873908758448e-07,1,0,0
0.636,2.453799216216188e-07,1,0,0
0.638,-4.1698566473356844e-09,1,0,0
0.64,-2.4391135677824213e-07,1,0,0
0.642,-4.711354964388472e-07,1,0,0
0.644,-6.830670802509245e-07,1,0,0
0.646,-8.768930665878596e-07,1,0,0
0.648,-1.0498240257915668e-06,1,0,0
0.65,-1.199179806228778e-06,1,0,0
0.652,-1.3224891589566571e-06,1,0,0
0.654,-1.4175963136636675e-06,1,0,0
0.656,-1.4827711855811084e-06,1,0,0
0.658,-1.516819717231616e-06,1,0,0
0.66,-1.519186659683993e-06,1,0,0
0.662,-1.490038865009045e-06,1,0,0
0.664,-1.4303164597778572e-06,1,0,0
0.666,-1.341742371159566e-06,1,0,0
0.668,-1.226786094518393e-06,1,0,0
0.67,-1.088584089534223e-06,1,0,0
0.672,-9.308256346886094e-07,1,0,0
0.674,-7.576177224550193e-07,1,0,0
0.676,-5.733439548156073e-07,1,0,0
0.678,-3.825295564114261e-07,1,0,0
0.68,-1.897183734959316e-07,1,0,0
0.682,6.391012174883045e-10,1,0,0
0.684,1.8429136464963696e-07,1,0,0
0.686,3.572884868111543e-07,1,0,0
0.688,5.160796761533562e-07,1,0,0
0.69,6.575985523796398e-07,1,0,0
0.692,7.793273074482972e-07,1,0,0
0.694,8.793345118359662e-07,1,0,0
0.696,9.562878237763138e-07,1,0,0
0.698,1.0094478888351246e-06,1,0,0
0.7,1.0386500730603297e-06,1,0,0
0.702,1.0442768550186583e-06,1,0,0
0.704,1.0272190893091304e-06,1,0,0
0.706,9.888224206318004e-07,1,0,0
0.708,9.308175080969424e-07,1,0,0
0.71,8.552386467191356e-07,1,0,0
0.712,7.643418495541711e-07,1,0,0
0.714,6.605365336723336e-07,1,0,0
0.716,5.463421538026026e-07,1,0,0
0.718,4.243732576156628e-07,1,0,0
0.72,2.973471940036832e-07,1,0,0
0.7219999999999999,1.6810232865700137e-07,1,0,0
0.7239999999999999,3.9613355813355006e-08,1,0,0
0.7259999999999999,-8.500646420957436e-08,1,0,0
0.728,-2.025208863312643e-07,1,0,0
0.73,-3.096037118419086e-07,1,0,0
0.732,-4.028860747898229e-07,1,0,0
0.734,-4.790153382886657e-07,1,0,0
0.736,-5.347264481770624e-07,1,0,0
0.738,-5.66930696770298e-07,1,0,0
0.74,-5.728280163734793e-07,1,0,0
0.742,-5.500445162010605e-07,1,0,0
0.744,-4.967878265657776e-07,1,0,0
0.746,-4.120034460304153e-07,1,0,0
0.748,-2.955107763539709e-07,1,0,0
0.75,-1.4810000357038446e-07,1,0,0
0.752,2.8421017644026618e-08,1,0,0
0.754,2.312306446396355e-07,1,0,0
0.756,4.565405809319663e-07,1,0,0
0.758,6.996755295174594e-07,1,0,0
0.76,9.55177852796122e-07,1,0,0
0.762,1.2169374937689783e-06,1,0,0
0.764,1.4783546902655036e-06,1,0,0
0.766,1.732544470846332e-06,1,0,0
0.768,1.972585586116504e-06,1,0,0
0.77,2.1918050741166817e-06,1,0,0
0.772,2.3840784944972887e-06,1,0,0
0.774,2.544119947122724e-06,1,0,0
0.776,2.66773740387568e-06,1,0,0
0.778,2.7520359999006327e-06,1,0,0
0.78,2.795560435518488e-06,1,0,0
0.782,2.7983733652740592e-06,1,0,0
0.784,2.7620682955906e-06,1,0,0
0.786,2.689714864160851e-06,1,0,0
0.788,2.585734453989868e-06,1,0,0
0.79,2.455707325008728e-06,1,0,0
0.792,2.3061194280116577e-06,1,0,0
0.794,2.144065809692134e-06,1,0,0
0.796,1.976934073454676e-06,1,0,0
0.798,1.8120922716816152e-06,1,0,0
0.8,1.6566002802464007e-06,1,0,0
0.802,1.5169546983154324e-06,1,0,0
0.804,1.398868850121594e-06,1,0,0
0.806,1.3070854568337247e-06,1,0,0
0.808,1.2452215502067823e-06,1,0,0
0.81,1.2156511037760184e-06,1,0,0
0.812,1.2194358715449708e-06,1,0,0
0.8139999999999998,1.256314723669361e-06,1,0,0
0.8159999999999998,1.3247553610478935e-06,1,0,0
0.8179999999999998,1.4220625216840066e-06,1,0,0
0.8199999999999998,1.5445285328505464e-06,1,0,0
0.8219999999999998,1.6876094096407883e-06,1,0,0
0.8239999999999998,1.8461136220178788e-06,1,0,0
0.8259999999999998,2.0143982511519287e-06,1,0,0
0.8279999999999998,2.186573343849052e-06,1,0,0
0.8299999999999998,2.3567158435526265e-06,1,0,0
0.8319999999999999,2.5190895384860907e-06,1,0,0
0.8339999999999999,2.668360544659597e-06,1,0,0
0.8359999999999999,2.7997930479037064e-06,1,0,0
0.8379999999999999,2.9094100075590905e-06,1,0,0
0.8399999999999999,2.9941088979936864e-06,1,0,0
0.8419999999999999,3.051731426914764e-06,1,0,0
0.8439999999999999,3.081094123285021e-06,1,0,0
0.8459999999999999,3.0819892105798147e-06,1,0,0
0.8479999999999999,3.055161221812874e-06,1,0,0
0.8499999999999999,3.0022577915155868e-06,1,0,0
0.8519999999999999,2.925748064840301e-06,1,0,0
0.854,2.82880262749968e-06,1,0,0
0.856,2.715135345285387e-06,1,0,0
0.858,2.5888176606674105e-06,1,0,0
0.86,2.4540849410349992e-06,1,0,0
0.862,2.315157402053831e-06,1,0,0
0.864,2.1760929702559474e-06,1,0,0
0.866,2.040678368644165e-06,1,0,0
0.868,1.912352145106783e-06,1,0,0
0.87,1.7941440247088534e-06,1,0,0
0.872,1.6886129618866505e-06,1,0,0
0.874,1.5977732736501064e-06,1,0,0
0.876,1.523010951156862e-06,1,0,0
0.878,1.4650033991702832e-06,1,0,0
0.88,1.4236596208441315e-06,1,0,0
0.882,1.3980940133352489e-06,1,0,0
0.884,1.3866394337593936e-06,1,0,0
0.886,1.3868984647283365e-06,1,0,0
0.888,1.395828843121548e-06,1,0,0
0.89,1.4098606311142608e-06,1,0,0
0.892,1.4250467897594416e-06,1,0,0
0.894,1.4372511275183086e-06,1,0,0
0.896,1.442374530386232e-06,1,0,0
0.898,1.4366112698781113e-06,1,0,0
0.9,1.416714855286297e-06,1,0,0
0.902,1.3802428863285949e-06,1,0,0
0.904,1.3257484844977144e-06,1,0,0
0.906,1.252894293564426e-06,1,0,0
0.908,1.1624801176763053e-06,1,0,0
0.91,1.0563900552127948e-06,1,0,0
0.912,9.374739901762992e-07,1,0,0
0.914,8.093802497373644e-07,1,0,0
0.916,6.763534252971017e-07,1,0,0
0.918,5.430074613988545e-07,1,0,0
0.92,4.140825203603354e-07,1,0,0
0.922,2.941965755769646e-07,1,0,0
0.924,1.876078175847258e-07,1,0,0
0.926,9.800760383287606e-08,1,0,0
0.928,2.8362120514693924e-08,1,0,0
0.93,-1.9185989576717007e-08,1,0,0
0.932,-4.335403360836377e-08,1,0,0
0.934,-4.3699759853936014e-08,1,0,0
0.936,-2.055632858956279e-08,1,0,0
0.938,2.506814608888312e-08,1,0,0
0.94,9.161978497057005e-08,1,0,0
0.942,1.7715243789188649e-07,1,0,0
0.944,2.794982571828855e-07,1,0,0
0.946,3.964404812056439e-07,1,0,0
0.948,5.258658061229557e-07,1,0,0
0.95,6.658713251728576e-07,1,0,0
0.952,8.148064583634484e-07,1,0,0
0.954,9.71242359651013e-07,1,0,0
0.956,1.1338764747532728e-06,1,0,0
0.958,1.3013939776101951e-06,1,0,0
0.96,1.472316689693322e-06,1,0,0
0.962,1.6448711137632434e-06,1,0,0
0.964,1.8169004207084352e-06,1,0,0
0.966,1.985833460642492e-06,1,0,0
0.968,2.148711451841406e-06,1,0,0
0.97,2.3022640856468774e-06,1,0,0
0.972,2.44302368588424e-06,1,0,0
0.974,2.5674677151634823e-06,1,0,0
0.976,2.672182379939216e-06,1,0,0
0.978,2.754039821529995e-06,1,0,0
0.98,2.810378191566744e-06,1,0,0
0.982,2.839170318121442e-06,1,0,0
0.984,2.8391652741630944e-06,1,0,0
0.986,2.8099892007014004e-06,1,0,0
0.988,2.7521971129141148e-06,1,0,0
0.9900000000000002,2.667274674783667e-06,1,0,0
0.9920000000000002,2.5575952854827622e-06,1,0,0
0.994,2.4263404597479075e-06,1,0,0
0.996,2.277389707694968e-06,1,0,0
0.998,2.115182154806332e-06,1,0,0
1.0,1.9445495356861674e-06,2,0,0
1.002,1.7705214871149432e-06,2,0,0
1.004,1.5981095525945143e-06,2,0,0
1.006,1.4320838494011764e-06,2,0,0
1.008,1.2767621525978957e-06,2,0,0
1.01,1.135831835604304e-06,2,0,0
1.012,1.01221976444575e-06,2,0,0
1.014,9.080159685347488e-07,2,0,0
1.016,8.244477743798551e-07,2,0,0
1.018,7.618959153284245e-07,2,0,0
1.02,7.199440287475946e-07,2,0,0
1.022,6.974558228661675e-07,2,0,0
1.024,6.92676837658169e-07,2,0,0
1.026,7.033580930921098e-07,2,0,0
1.028,7.268966530444835e-07,2,0,0
1.03,7.60484105028906e-07,2,0,0
1.032,8.012499367810063e-07,2,0,0
1.034,8.463850671455056e-07,2,0,0
1.036,8.932332332404351e-07,2,0,0
1.038,9.39344729204107e-07,2,0,0
1.04,9.824958765885426e-07,2,0,0
1.042,1.0206846943293522e-06,2,0,0
1.044,1.0521153339227876e-06,2,0,0
1.046,1.075180607588112e-06,2,0,0
1.048,1.0884460054570676e-06,2,0,0
1.05,1.090633723544449e-06,2,0,0
1.052,1.0806039971270675e-06,2,0,0
1.054,1.057333648325214e-06,2,0,0
1.056,1.0198961373799182e-06,2,0,0
1.058,9.674503577024902e-07,2,0,0
1.06,8.992442729604636e-07,2,0,0
1.062,8.146337545742365e-07,2,0,0
1.064,7.131090964724165e-07,2,0,0
1.066,5.943160417784534e-07,2,0,0
1.068,4.580583469309441e-07,2,0,0
1.07,3.0427541719459425e-07,2,0,0
1.072,1.329985285149495e-07,2,0,0
1.074,-5.5701942366011367e-08,2,0,0
1.076,-2.617619444742556e-07,2,0,0
1.078,-4.851479641748628e-07,2,0,0
1.08,-7.258533379082333e-07,2,0,0
1.082,-9.838683980313463e-07,2,0,0
1.084,-1.2591323469394853e-06,2,0,0
1.086,-1.5514765222986971e-06,2,0,0
1.088,-1.8605661244364843e-06,2,0,0
1.09,-2.185843039900237e-06,2,0,0
1.092,-2.5264696526531894e-06,2,0,0
1.094,-2.8812744006803137e-06,2,0,0
1.096,-3.248703466791445e-06,2,0,0
1.098,-3.626786880545489e-06,2,0,0
1.1,-4.013128782730932e-06,2,0,0
1.102,-4.404928824376842e-06,2,0,0
1.104,-4.799034672033036e-06,2,0,0
1.106,-5.192017063921794e-06,2,0,0
1.108,-5.580253122607964e-06,2,0,0
1.11,-5.960003725176312e-06,2,0,0
1.112,-6.327476388433235e-06,2,0,0
1.114,-6.678873386761603e-06,2,0,0
1.116,-7.0104320254891694e-06,2,0,0
1.118,-7.318467374124917e-06,2,0,0
1.12,-7.599426514671464e-06,2,0,0
1.122,-7.849959034075169e-06,2,0,0
1.124,-8.067004096148409e-06,2,0,0
1.126,-8.247892633134281e-06,2,0,0
1.128,-8.390464547570036e-06,2,0,0
1.13,-8.493202754494429e-06,2,0,0
1.132,-8.555384260760357e-06,2,0,0
1.134,-8.57724151539003e-06,2,0,0
1.136,-8.560117624551049e-06,2,0,0
1.138,-8.506590964101835e-06,2,0,0
1.14,-8.420540703962971e-06,2,0,0
1.142,-8.307125495406956e-06,2,0,0
1.144,-8.172653516214237e-06,2,0,0
1.146,-8.024333429747667e-06,2,0,0
1.148,-7.869911534489673e-06,2,0,0
1.15,-7.717217562478559e-06,2,0,0
1.152,-7.573656008778139e-06,2,0,0
1.154,-7.445687648010266e-06,2,0,0
1.156,-7.338345676804472e-06,2,0,0
1.158,-7.254825048145806e-06,2,0,0
1.16,-7.196176273334682e-06,2,0,0
1.162,-7.161128676844863e-06,2,0,0
1.164,-7.146061561679466e-06,2,0,0
1.166,-7.145132052191037e-06,2,0,0
1.168,-7.150554269175624e-06,2,0,0
1.17,-7.153008224917193e-06,2,0,0
1.172,-7.142143639601715e-06,2,0,0
1.174,-7.107138808731902e-06,2,0,0
1.176,-7.037278247933075e-06,2,0,0
1.178,-6.922520108552501e-06,2,0,0
1.18,-6.754029239873773e-06,2,0,0
1.182,-6.52465268282736e-06,2,0,0
1.184,-6.229314141672323e-06,2,0,0
1.186,-5.86530517075282e-06,2,0,0
1.188,-5.432453439511044e-06,2,0,0
1.19,-4.933152216627408e-06,2,0,0
1.192,-4.372241981691504e-06,2,0,0
1.194,-3.756747535503935e-06,2,0,0
1.196,-3.0954920082028018e-06,2,0,0
1.198,-2.3986278327817262e-06,2,0,0
1.2,-1.6771364081136288e-06,2,0,0
1.202,-9.423469171190112e-07,2,0,0
1.204,-2.0551051459358285e-07,2,0,0
1.206,5.22554403126537e-07,2,0,0
1.208,1.2317473662641407e-06,2,0,0
1.21,1.9129108906984297e-06,2,0,0
1.212,2.558003549843027e-06,2,0,0
1.214,3.160222693290829e-06,2,0,0
1.216,3.71407241743952e-06,2,0,0
1.218,4.215371905609958e-06,2,0,0
1.22,4.661205779381826e-06,2,0,0
1.222,5.049827430163154e-06,2,0,0
1.224,5.380531740403749e-06,2,0,0
1.226,5.653512322101288e-06,2,0,0
1.228,5.869713219355771e-06,2,0,0
1.23,6.030680413839959e-06,2,0,0
1.232,6.13841702495356e-06,2,0,0
1.234,6.195247928897204e-06,2,0,0
1.236,6.20370241470724e-06,2,0,0
1.238,6.1664240921020095e-06,2,0,0
1.24,6.086113840301674e-06,2,0,0
1.242,5.965505376067212e-06,2,0,0
1.244,5.807366720560338e-06,2,0,0
1.246,5.614516886992044e-06,2,0,0
1.248,5.3898472229609504e-06,2,0,0
1.25,5.136341518575733e-06,2,0,0
1.252,4.857096447513099e-06,2,0,0
1.254,4.5553503013292015e-06,2,0,0
1.256,4.234529513486014e-06,2,0,0
1.258,3.898317626102904e-06,2,0,0
1.26,3.550741601500749e-06,2,0,0
1.262,3.1962593013467777e-06,2,0,0
1.264,2.839823711973214e-06,2,0,0
1.266,2.486897654952749e-06,2,0,0
1.268,2.143399123421832e-06,2,0,0
1.27,1.8155705938426089e-06,2,0,0
