t_s,sinal_filtrado,janela,classificacao
0.0,-3.482395272577754e-05,1,0
0.002,-3.463941771561816e-05,1,0
0.004,-3.445474075522721e-05,1,0
0.006,-3.4270380011016383e-05,1,0
0.008,-3.4086706716434775e-05,1,0
0.01,-3.390400505617961e-05,1,0
0.012,-3.372247329191092e-05,1,0
0.014,-3.35422257248528e-05,1,0
0.016,-3.336329513500678e-05,1,0
0.018,-3.318563540071004e-05,1,0
0.02,-3.30091240798904e-05,1,0
0.022,-3.2833564819337204e-05,1,0
0.024,-3.265868954429065e-05,1,0
0.026,-3.248416046147644e-05,1,0
0.028,-3.230957197910437e-05,1,0
0.03,-3.213445270439433e-05,1,0
0.032,-3.19582677232754e-05,1,0
0.034,-3.178042140038174e-05,1,0
0.036,-3.160026096190413e-05,1,0
0.038,-3.1417081138681976e-05,1,0
0.04,-3.123013015036694e-05,1,0
0.042,-3.1038617302017286e-05,1,0
0.044,-3.084172244149447e-05,1,0
0.046,-3.063860749005813e-05,1,0
0.048,-3.0428430211321768e-05,1,0
0.05,-3.0210360327956505e-05,1,0
0.052,-2.998359803332833e-05,1,0
0.054,-2.974739487462077e-05,1,0
0.056,-2.9501076896627017e-05,1,0
0.058,-2.92440698204874e-05,1,0
0.06,-2.897592588346442e-05,1,0
0.062,-2.869635178745772e-05,1,0
0.064,-2.840523700492844e-05,1,0
0.066,-2.810268148357988e-05,1,0
0.068,-2.7789021588824903e-05,1,0
0.07,-2.746485293964843e-05,1,0
0.072,-2.713104864414032e-05,1,0
0.0739999999999999,-2.678877134410549e-05,1,0
0.076,-2.643947745627835e-05,1,0
0.078,-2.608491207466761e-05,1,0
0.08,-2.5727093194875492e-05,1,0
0.082,-2.536828425334676e-05,1,0
0.084,-2.5010954460626748e-05,1,0
0.0859999999999999,-2.465772707149113e-05,1,0
0.0879999999999999,-2.4311316569046765e-05,1,0
0.0899999999999999,-2.3974456564121156e-05,1,0
0.092,-2.364982055573573e-05,1,0
0.094,-2.333993713626296e-05,1,0
0.096,-2.3047100042926256e-05,1,0
0.098,-2.2773272650667502e-05,1,0
0.1,-2.2519986822115216e-05,1,0
0.102,-2.228823735788388e-05,1,0
0.104,-2.207837504279398e-05,1,0
0.106,-2.1890003033439103e-05,1,0
0.108,-2.172188289043268e-05,1,0
0.11,-2.1571857693508183e-05,1,0
0.112,-2.1436799919282447e-05,1,0
0.114,-2.1312590696107013e-05,1,0
0.116,-2.1194134957952783e-05,1,0
0.118,-2.107541488454605e-05,1,0
0.12,-2.094958263591361e-05,1,0
0.122,-2.0809092750421703e-05,1,0
0.124,-2.0645874187334805e-05,1,0
0.126,-2.0451541469848537e-05,1,0
0.128,-2.021764357788832e-05,1,0
0.13,-1.993594813465196e-05,1,0
0.132,-1.9598757052710767e-05,1,0
0.134,-1.919924819946472e-05,1,0
0.136,-1.8731835867035662e-05,1,0
0.138,-1.8192540960353357e-05,1,0
0.14,-1.7579359933317193e-05,1,0
0.142,-1.6892619701118386e-05,1,0
0.144,-1.613530414020649e-05,1,0
0.146,-1.531333646499563e-05,1,0
0.148,-1.443580085393202e-05,1,0
0.15,-1.3515086297623377e-05,1,0
0.152,-1.25669358636693e-05,1,0
0.154,-1.1610385511909492e-05,1,0
0.156,-1.0667578330330131e-05,1,0
0.158,-9.763442656444534e-06,1,0
0.16,-8.925226038318695e-06,1,0
0.162,-8.181881381903637e-06,1,0
0.164,-7.563306900905667e-06,1,0
0.166,-7.0994475648861255e-06,1,0
0.168,-6.819272517573983e-06,1,0
0.17,-6.749650249701653e-06,1,0
0.172,-6.914150950296469e-06,1,0
0.174,-7.331813171229027e-06,1,0
0.176,-8.015919420418565e-06,1,0
0.178,-8.97283217963023e-06,1,0
0.18,-1.0200947571046465e-05,1,0
0.182,-1.1689827634073048e-05,1,0
0.184,-1.3419573081833886e-05,1,0
0.186,-1.5360496260636126e-05,1,0
0.188,-1.7473149245198912e-05,1,0
0.19,-1.9708754695654344e-05,1,0
0.192,-2.20100764623478e-05,1,0
0.194,-2.431275179911149e-05,1,0
0.196,-2.6547086979850756e-05,1,0
0.198,-2.8640293358689185e-05,1,0
0.2,-3.0519111743089605e-05,1,0
0.202,-3.211273963103255e-05,1,0
0.204,-3.335593902379584e-05,1,0
0.206,-3.4192162816282206e-05,1,0
0.208,-3.4576496047212606e-05,1,0
0.21,-3.44781699624159e-05,1,0
0.212,-3.3882390073333204e-05,1,0
0.214,-3.27912538364114e-05,1,0
0.216,-3.1223635887426843e-05,1,0
0.218,-2.9214064721647663e-05,1,0
0.22,-2.6810748274591112e-05,1,0
0.222,-2.4072982323820688e-05,1,0
0.224,-2.1068190023106376e-05,1,0
0.226,-1.7868816578192673e-05,1,0
0.228,-1.4549265034089257e-05,1,0
0.23,-1.1183020730637956e-05,1,0
0.232,-7.840077194338281e-06,1,0
0.234,-4.584745054722812e-06,1,0
0.236,-1.4738967664351567e-06,1,0
0.238,1.444327299989564e-06,1,0
0.24,4.131350835139124e-06,1,0
0.242,6.558552470505737e-06,1,0
0.244,8.707253298972088e-06,1,0
0.246,1.05683510869979e-05,1,0
0.248,1.214165926193122e-05,1,0
0.25,1.3435012923118566e-05,1,0
0.252,1.4463204868061175e-05,1,0
0.254,1.5246812405161428e-05,1,0
0.256,1.5810971004752816e-05,1,0
0.258,1.61841441027856e-05,1,0
0.26,1.6396930265203804e-05,1,0
0.262,1.6480940461475967e-05,1,0
0.264,1.6467770577623374e-05,1,0
0.266,1.638808818059491e-05,1,0
0.268,1.6270847626744156e-05,1,0
0.27,1.6142643119053623e-05,1,0
0.272,1.602720474964005e-05,1,0
0.274,1.594503783970145e-05,1,0
0.276,1.5913201194241333e-05,1,0
0.278,1.5945215548918304e-05,1,0
0.28,1.605108986155179e-05,1,0
0.282,1.6237450435969953e-05,1,0
0.284,1.650775620713477e-05,1,0
0.286,1.6862582754923817e-05,1,0
0.288,1.7299957587150025e-05,1,0
0.29,1.781572980145182e-05,1,0
0.292,1.840395830251472e-05,1,0
0.294,1.90573042324198e-05,1,0
0.296,1.9767415074766484e-05,1,0
0.298,2.052528991346931e-05,1,0
0.3,2.132161745958388e-05,1,0
0.302,2.2147080606014447e-05,1,0
0.304,2.299262334205733e-05,1,0
0.306,2.384967777670294e-05,1,0
0.308,2.471035070662437e-05,1,0
0.31,2.556757055736621e-05,1,0
0.312,2.6415196578761075e-05,1,0
0.314,2.724809286486435e-05,1,0
0.316,2.8062170090447203e-05,1,0
0.318,2.8854397819084226e-05,1,0
0.32,2.962278985730348e-05,1,0
0.322,3.0366364446954623e-05,1,0
0.324,3.10850803018954e-05,1,0
0.326,3.1779749115749536e-05,1,0
0.328,3.245192579649477e-05,1,0
0.33,3.3103779389092725e-05,1,0
0.332,3.373794974692348e-05,1,0
0.334,3.4357396657385834e-05,1,0
0.336,3.4965248887302405e-05,1,0
0.338,3.556466047061732e-05,1,0
0.34,3.615868067859596e-05,1,0
0.342,3.675014275494591e-05,1,0
0.344,3.7341574969453295e-05,1,0
0.346,3.793513607404503e-05,1,0
0.348,3.853257592893156e-05,1,0
0.35,3.913522090498565e-05,1,0
0.352,3.974398264382895e-05,1,0
0.354,4.0359387867514525e-05,1,0
0.356,4.098162618623885e-05,1,0
0.358,4.161061226511703e-05,1,0
0.36,4.224605828223918e-05,1,0
0.362,4.288755233711129e-05,1,0
0.364,4.353463834739923e-05,1,0
0.366,4.41868930019116e-05,1,0
0.368,4.484399552314452e-05,1,0
0.37,4.550578634046063e-05,1,0
0.372,4.617231129040831e-05,1,0
0.374,4.6843848645148016e-05,1,0
0.376,4.752091712194412e-05,1,0
0.378,4.820426404375497e-05,1,0
0.38,4.889483399783214e-05,1,0
0.382,4.959371965236645e-05,1,0
0.384,5.030209776534637e-05,1,0
0.386,5.102115470729101e-05,1,0
0.388,5.1752006835681694e-05,1,0
0.39,5.249562165295337e-05,1,0
0.392,5.325274577042724e-05,1,0
0.394,5.402384525886543e-05,1,0
0.396,5.48090630053079e-05,1,0
0.398,5.560819630236686e-05,1,0
0.4,5.6420696257961325e-05,1,0
0.402,5.724568896864742e-05,1,0
0.404,5.808201693508999e-05,1,0
0.406,5.892829799896821e-05,1,0
0.408,5.978299815982216e-05,1,0
0.41,6.064451397698701e-05,1,0
0.412,6.151125986292015e-05,1,0
0.414,6.238175541913519e-05,1,0
0.416,6.325470804620419e-05,1,0
0.418,6.412908636893484e-05,1,0
0.42,6.500418055172135e-05,1,0
0.422,6.587964632278111e-05,1,0
0.424,6.67555304344768e-05,1,0
0.426,6.763227627322789e-05,1,0
0.428,6.851070929537645e-05,1,0
0.43,6.939200283793314e-05,1,0
0.432,7.02776256200271e-05,1,0
0.434,7.116927292363203e-05,1,0
0.436,7.206878403173846e-05,1,0
0.438,7.297804901193259e-05,1,0
0.44,7.389890836238981e-05,1,0
0.442,7.483304938264228e-05,1,0
0.444,7.5781903387818e-05,1,0
0.446,7.674654804362002e-05,1,0
0.448,7.772761914750926e-05,1,0
0.45,7.872523610344074e-05,1,0
0.452,7.973894511470942e-05,1,0
0.454,8.076768373194707e-05,1,0
0.456,8.180976982010725e-05,1,0
0.458,8.286291722829436e-05,1,0
0.46,8.392427943923353e-05,1,0
0.462,8.499052122247406e-05,1,0
0.464,8.605791680121374e-05,1,0
0.466,8.71224712805165e-05,1,0
